time,temperature_2m_mean (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),precipitation_sum (mm),rain_sum (mm),snowfall_sum (cm),wind_speed_10m_max (km/h),wind_gusts_10m_max (km/h),shortwave_radiation_sum (MJ/m²),sunshine_duration (s),relative_humidity_2m_mean (%),pressure_msl_mean (hPa)
2023-04-26,11.8,18.1,3.2,0.10,0.10,0.00,21.6,45.7,16.60,41046.02,70,1005.0
2023-04-27,6.9,9.3,-0.2,2.10,2.10,0.00,18.0,35.3,7.72,9007.53,88,1008.2
2023-04-28,5.8,6.8,-1.5,1.50,1.50,0.00,14.4,36.4,16.54,42650.91,73,1014.3
2023-04-29,4.6,4.6,-2.5,0.00,0.00,0.00,18.7,36.4,18.39,42799.47,74,1015.2
2023-04-30,5.5,4.6,-2.2,4.20,4.20,0.00,24.5,46.1,6.97,17065.49,78,1012.1
2023-05-01,5.7,5.3,-2.2,0.00,0.00,0.00,17.6,37.4,17.76,38047.50,70,1013.3
2023-05-02,9.1,9.6,0.4,2.30,2.30,0.00,33.8,60.8,16.37,36829.34,71,1010.8
2023-05-03,6.7,5.4,-2.3,0.30,0.30,0.00,27.0,49.7,23.36,51290.36,61,1015.6
2023-05-04,3.6,1.2,-3.4,1.10,1.10,0.00,20.2,42.1,17.20,38105.27,70,1021.9
2023-05-05,1.9,-0.3,-4.7,0.30,0.30,0.00,15.8,33.1,14.92,35064.05,70,1026.0
2023-05-06,3.2,2.1,-4.3,0.00,0.00,0.00,13.3,29.9,21.21,51724.73,57,1029.2
2023-05-07,5.7,6.5,-3.0,0.00,0.00,0.00,15.1,32.8,21.91,55118.89,58,1030.7
2023-05-08,7.6,9.1,-2.5,0.00,0.00,0.00,11.9,28.4,21.19,53614.41,53,1031.3
2023-05-09,9.6,13.2,-1.7,0.00,0.00,0.00,14.0,32.8,24.52,54530.89,56,1027.8
2023-05-10,11.3,15.1,0.7,0.00,0.00,0.00,13.3,28.8,25.30,57093.19,56,1024.2
2023-05-11,11.5,15.4,0.6,0.00,0.00,0.00,14.0,29.2,21.40,54060.29,61,1024.8
2023-05-12,13.7,15.2,4.3,0.00,0.00,0.00,17.6,37.4,26.06,57357.63,51,1025.2
2023-05-13,15.3,19.3,6.8,0.00,0.00,0.00,12.6,30.2,24.26,54728.37,59,1025.6
2023-05-14,13.7,18.4,4.9,0.10,0.10,0.00,9.0,19.1,17.87,36021.79,65,1025.7
2023-05-15,15.8,19.1,8.0,0.00,0.00,0.00,12.6,24.8,20.71,51882.73,56,1021.5
2023-05-16,15.2,17.4,6.7,0.20,0.20,0.00,23.0,47.5,16.00,32071.38,58,1015.9
2023-05-17,15.6,16.2,10.3,0.30,0.30,0.00,22.3,42.5,13.94,28540.15,66,1014.0
2023-05-18,11.7,12.0,4.9,2.80,2.80,0.00,18.4,38.2,23.17,48074.70,64,1020.4
2023-05-19,10.8,12.3,2.7,0.00,0.00,0.00,17.3,38.5,27.54,57600.00,59,1029.8
2023-05-20,12.7,16.6,2.1,0.00,0.00,0.00,13.0,29.2,26.67,57600.00,55,1032.3
2023-05-21,14.0,18.6,5.3,0.00,0.00,0.00,13.0,28.1,19.93,45803.87,62,1028.6
2023-05-22,12.1,16.5,6.0,10.20,10.20,0.00,10.8,42.8,9.09,13583.93,82,1022.6
2023-05-23,14.6,19.9,7.6,0.00,0.00,0.00,12.6,28.4,23.05,44960.97,80,1018.8
2023-05-24,16.5,22.1,6.8,0.00,0.00,0.00,10.8,22.7,26.00,55547.16,67,1018.0
2023-05-25,17.0,22.2,8.7,0.30,0.30,0.00,29.2,58.0,21.47,43575.00,68,1014.4
2023-05-26,14.3,15.5,8.3,0.10,0.10,0.00,12.2,51.5,24.21,44741.17,55,1014.0
2023-05-27,11.0,8.9,4.6,0.00,0.00,0.00,17.6,36.4,18.15,47638.55,56,1020.4
2023-05-28,11.6,14.7,0.8,0.00,0.00,0.00,11.9,28.4,29.10,58144.77,53,1021.0
2023-05-29,12.6,14.2,5.2,2.20,2.20,0.00,17.6,42.1,21.39,49437.05,52,1015.9
2023-05-30,10.7,11.8,2.2,0.00,0.00,0.00,15.5,37.8,21.72,38137.12,52,1017.7
2023-05-31,11.8,14.8,3.0,0.60,0.60,0.00,20.2,41.8,18.44,36148.98,63,1013.1
2023-06-01,11.0,10.0,3.8,0.00,0.00,0.00,22.7,47.2,21.39,47077.00,62,1007.5
2023-06-02,7.9,7.1,-1.0,0.00,0.00,0.00,18.0,39.2,25.21,58486.15,50,1012.6
2023-06-03,7.8,8.3,-2.0,0.00,0.00,0.00,16.9,36.4,20.12,53149.18,64,1015.0
2023-06-04,9.8,11.3,3.1,1.80,1.80,0.00,16.9,34.6,13.14,22736.67,74,1014.2
2023-06-05,12.4,13.0,4.2,0.00,0.00,0.00,22.0,45.4,22.63,56335.62,63,1016.0
2023-06-06,14.6,16.4,6.2,0.90,0.90,0.00,16.2,35.3,27.41,54297.07,52,1017.8
2023-06-07,13.4,14.0,7.8,0.40,0.40,0.00,17.6,38.5,29.29,55736.68,63,1017.8
2023-06-08,13.9,18.7,2.2,0.00,0.00,0.00,17.3,36.7,28.37,53778.39,54,1017.7
2023-06-09,11.6,11.5,5.6,1.80,1.80,0.00,16.6,36.0,23.25,54577.71,64,1020.5
2023-06-10,10.8,13.1,1.8,0.00,0.00,0.00,15.1,33.1,26.99,62090.03,56,1029.0
2023-06-11,12.0,17.1,0.2,0.00,0.00,0.00,10.1,23.0,29.61,62675.63,51,1031.6
2023-06-12,15.1,20.4,3.1,0.00,0.00,0.00,11.9,24.1,29.97,62278.60,49,1028.6
2023-06-13,17.0,23.2,5.3,0.00,0.00,0.00,13.3,29.2,29.68,61940.32,49,1023.5
2023-06-14,18.8,24.3,7.6,0.00,0.00,0.00,12.6,30.6,29.17,61969.60,48,1020.5
2023-06-15,19.1,24.9,8.5,0.00,0.00,0.00,10.4,24.8,29.44,61717.35,52,1019.5
2023-06-16,20.3,26.5,9.3,0.00,0.00,0.00,12.2,25.9,28.79,60160.68,51,1015.9
2023-06-17,20.7,25.4,11.9,0.00,0.00,0.00,19.4,39.6,28.93,59969.08,48,1015.9
2023-06-18,18.0,20.1,9.7,0.00,0.00,0.00,16.9,37.1,29.79,61816.41,41,1020.0
2023-06-19,17.8,22.3,7.3,0.00,0.00,0.00,9.4,25.2,29.86,61726.48,45,1019.2
2023-06-20,19.0,23.8,10.5,0.00,0.00,0.00,16.2,36.4,25.34,47008.30,48,1017.2
2023-06-21,19.4,25.2,9.0,0.00,0.00,0.00,9.7,23.0,28.70,61024.80,47,1018.3
2023-06-22,21.2,28.1,15.5,10.50,10.50,0.00,16.6,47.5,17.83,31033.84,59,1011.6
2023-06-23,19.8,24.2,17.5,1.40,1.40,0.00,15.8,32.4,18.50,41464.24,77,1008.6
2023-06-24,19.2,23.5,13.5,0.00,0.00,0.00,17.6,37.1,23.79,52505.53,64,1012.2
2023-06-25,17.6,21.5,10.8,0.00,0.00,0.00,11.5,33.8,20.42,44968.18,70,1014.2
2023-06-26,18.1,22.8,14.9,6.00,6.00,0.00,13.7,32.0,14.36,28604.92,81,1014.4
2023-06-27,17.9,24.6,11.7,1.70,1.70,0.00,19.1,42.1,20.83,38753.95,79,1011.7
2023-06-28,20.0,25.3,13.8,0.40,0.40,0.00,16.2,40.0,22.31,52218.54,69,1009.2
2023-06-29,20.2,25.3,13.3,0.00,0.00,0.00,19.1,48.6,23.81,54697.40,66,1005.9
2023-06-30,19.9,26.2,13.8,1.00,1.00,0.00,15.1,36.4,23.18,49733.86,69,1002.9
2023-07-01,18.9,25.9,14.6,23.40,23.40,0.00,17.6,56.2,17.31,32196.17,79,996.5
2023-07-02,17.8,19.8,12.3,0.00,0.00,0.00,19.4,38.2,18.80,41600.12,73,994.3
2023-07-03,15.7,15.7,11.2,9.60,9.60,0.00,27.0,55.1,16.51,31523.76,79,996.1
2023-07-04,15.9,17.2,8.5,0.20,0.20,0.00,24.8,49.3,24.27,55113.96,69,1005.0
2023-07-05,16.7,17.5,10.1,0.00,0.00,0.00,23.0,46.4,24.38,59971.64,64,1011.3
2023-07-06,19.0,24.7,9.1,0.00,0.00,0.00,11.2,27.4,27.92,58917.11,61,1016.1
2023-07-07,17.3,19.4,13.7,0.70,0.70,0.00,14.8,30.2,10.30,19956.72,76,1015.3
2023-07-08,16.3,19.4,11.8,4.30,4.30,0.00,12.2,26.6,14.30,33432.68,76,1014.4
2023-07-09,13.9,16.8,9.0,0.20,0.20,0.00,17.6,34.9,11.62,18528.41,80,1015.9
2023-07-10,13.3,15.3,5.9,0.00,0.00,0.00,16.6,35.6,27.39,59800.75,62,1019.0
2023-07-11,14.4,17.0,5.8,0.00,0.00,0.00,15.5,33.1,23.58,50918.75,61,1016.9
2023-07-12,15.9,19.0,6.5,0.00,0.00,0.00,17.6,37.1,25.00,51816.90,60,1011.3
2023-07-13,19.1,22.5,11.5,0.00,0.00,0.00,19.4,41.8,24.52,54008.33,56,1006.1
2023-07-14,18.7,22.1,11.1,0.00,0.00,0.00,15.1,32.8,22.02,46800.00,66,1008.5
2023-07-15,19.5,22.0,14.4,0.00,0.00,0.00,15.5,32.8,18.24,44658.48,64,1012.0
2023-07-16,20.6,25.9,12.0,0.00,0.00,0.00,9.7,22.7,27.58,57600.00,56,1015.2
2023-07-17,20.4,26.0,14.2,0.20,0.20,0.00,12.6,29.9,18.94,28800.00,60,1011.2
2023-07-18,16.6,20.5,13.9,7.00,7.00,0.00,13.3,49.3,9.76,14602.29,82,1006.4
2023-07-19,16.3,18.6,12.1,0.10,0.10,0.00,16.2,33.8,17.63,38320.43,78,1000.8
2023-07-20,16.7,18.6,11.8,0.00,0.00,0.00,15.8,40.7,19.94,43315.89,70,1000.6
2023-07-21,16.8,18.3,10.6,0.00,0.00,0.00,18.7,46.4,21.93,52407.03,67,1002.3
2023-07-22,17.2,19.0,11.3,0.40,0.40,0.00,22.0,46.1,19.46,49363.99,67,1005.0
2023-07-23,15.3,18.4,8.9,0.30,0.30,0.00,16.2,43.2,13.63,30142.18,75,1005.6
2023-07-24,16.3,18.2,9.9,0.00,0.00,0.00,15.8,39.2,20.35,54391.86,67,1002.8
2023-07-25,17.4,21.4,9.8,3.30,3.30,0.00,13.7,33.1,19.75,42951.82,71,999.5
2023-07-26,16.3,18.7,14.6,1.40,1.40,0.00,12.6,23.0,6.18,542.64,92,997.6
2023-07-27,17.7,21.3,14.7,0.60,0.60,0.00,10.1,20.9,9.94,14636.58,84,1003.8
2023-07-28,15.0,16.7,12.6,20.00,20.00,0.00,16.2,33.5,5.88,14400.00,88,1001.8
2023-07-29,16.0,18.3,10.4,0.00,0.00,0.00,22.0,42.8,18.55,47572.15,77,1003.1
2023-07-30,19.3,23.2,13.9,0.10,0.10,0.00,14.4,29.5,22.91,51669.45,66,1005.7
2023-07-31,17.4,23.5,12.4,6.70,6.70,0.00,11.9,25.6,12.55,21592.60,83,1006.4
2023-08-01,19.0,24.4,12.8,0.00,0.00,0.00,13.0,27.0,20.80,46055.78,76,1006.2
2023-08-02,19.8,24.6,16.2,1.20,1.20,0.00,18.4,41.0,7.83,12798.98,84,1005.0
2023-08-03,19.1,23.6,18.4,8.50,8.50,0.00,15.5,32.0,6.18,7751.62,93,1004.6
2023-08-04,19.8,22.9,17.2,5.90,5.90,0.00,19.1,45.0,16.39,37518.14,82,1004.1
2023-08-05,19.8,23.6,15.2,0.00,0.00,0.00,17.6,35.6,22.01,51888.05,73,1012.8
2023-08-06,21.8,30.8,17.9,0.50,0.50,0.00,12.2,24.5,14.31,29818.11,79,1013.7
2023-08-07,26.9,30.2,24.3,0.00,0.00,0.00,29.2,53.3,22.85,52749.59,60,1007.7
2023-08-08,22.7,23.9,16.9,0.10,0.10,0.00,28.1,53.6,14.30,32390.47,55,1005.2
2023-08-09,18.2,22.2,11.9,0.00,0.00,0.00,10.1,23.0,16.46,36917.06,66,1014.1
2023-08-10,18.5,22.6,9.4,0.00,0.00,0.00,14.8,31.3,21.51,44143.04,62,1020.2
2023-08-11,19.2,22.8,12.9,0.00,0.00,0.00,11.2,24.8,13.96,35193.36,65,1022.8
2023-08-12,19.4,23.6,13.7,0.00,0.00,0.00,13.0,26.3,18.91,47166.04,65,1019.7
